Title;Genre;Languages;Series or Movie;Country Availability;Runtime;Director;Actors;View Rating;Rotten Tomatoes Score;Metacritic Score;Awards Received;Awards Nominated For;Boxoffice;Release Date;Netflix Release Date;IMDb Votes;IMDb Score
The Young Girls of Rochefort;Comedy, Drama, Musical, Romance;French, English;Movie;France;> 2 hrs;Jacques Demy;George Chakiris, Jacques Perrin, Fran�oise Dorlac, Catherine Deneuve;G;98;;3;3;$ 91,84;11 Apr 1968;14/4/2015;8572;7.7
To and From New York;Drama, Romance;English;Movie;United States;1-2 hour;Sorin Dan Mihalcescu;Lyudmila Polupanova, Shaana Levy, Barbara King, Yoriko Haraguchi;Unrated;;;;;;12 Aug 2006;14/4/2015;34;6
Too Young the Hero;Biography, Drama, War;English;Movie;United States;1-2 hour;Buzz Kulik;Debra Mooney, Rick Warner, Ricky Schroder, Jon DeVries;Not Rated;52;;;2;;27-mar-88;14/4/2015;421;6.9
Hercules in New York;Adventure, Comedy, Fantasy;English;Movie;Israel,Italy;1-2 hour;Arthur Allan Seidelman;Arnold Schwarzenegger, James Karen, Deborah Loomis, Arnold Stang;G;17;23;;;;25-feb-70;14/4/2015;17189;3.3
The Grandmaster;Action, Biography, Drama, Romance, War;Mandarin, Cantonese, Japanese;Movie;United Kingdom,Japan,United States;1-2 hour;Kar-Wai Wong;Tony Chiu-Wai Leung, Elvis Tsui, Cung Le, Qingxiang Wang;PG-13;78;73;68;72;$6,594,959;30 Aug 2013;14/4/2015;31673;6.6
Yves Saint Laurent;Biography, Drama;French, English, Russian, Arabic, Japanese;Movie;Japan,South Korea;1-2 hour;Jalil Lespert;Pierre Niney, Charlotte Le Bon, Laura Smet, Guillaume Gallienne;R;44;51;2;8;$ 723,59;08 Jan 2014;14/4/2015;11280;6.3
Youre All Surrounded;Action, Comedy, Mystery, Romance;Korean;Series;Russia,Hungary,India,Lithuania,Romania,United Kingdom,Hong Kong,Switzerland,Belgium,France,South Africa,Thailand,Iceland,Czech Republic,Netherlands,Spain,Germany,Portugal,Israel,Italy,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey;< 30 minutes;;Yun-a Oh, Ara Go, Seung-Won Cha, Ahn Jae-Hyun;;;;1;4;;7-may-14;14/4/2015;891;7.5
Armour of God;Action, Adventure, Comedy;Cantonese, English;Movie;Hong Kong,Thailand,Singapore,Malaysia;1-2 hour;Eric Tsang, Jackie Chan;Lola Forner, Rosamund Kwan, Alan Tam, Jackie Chan;R;70;;;1;;21 Jan 1987;14/4/2015;17868;7.1
We Are Family;Comedy, Drama, Family;Hindi;Movie;Australia,Russia,Singapore,India,Slovakia,Lithuania,United Kingdom,Canada,Czech Republic,Romania,South Africa,Iceland,Thailand,Hungary,Hong Kong,Germany,Poland,Spain,Mexico,Argentina,Switzerland,Belgium,France,Portugal,Sweden,Greece,United States,Japan,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;1-2 hour;Siddharth Malhotra;Arjun Rampal, Amrita Prakash, Kareena Kapoor, Kajol;Not Rated;50;;2;2;$ 638,14;10-sep-10;14/4/2015;2904;5.6
White Christmas;Comedy, Musical, Romance;English;Movie;United States;> 2 hrs;Michael Curtiz;Vera-Ellen, Rosemary Clooney, Danny Kaye, Bing Crosby;Not Rated;77;56;;;$ 928,30;15-nov-54;14/4/2015;34562;7.6
Waste Land;Documentary;Portuguese, English;Movie;Brazil;1-2 hour;Karen Harley, Jo�o Jardim, Lucy Walker;Vik Muniz;Not Rated;100;78;27;13;$ 187,72;21 Jan 2011;14/4/2015;8344;7.9
In the Name of;Drama, Thriller;Polish, English;Movie;Poland;1-2 hour;Malgorzata Szumowska;Andrzej Chyra, Lukasz Simlat, Maja Ostaszewska, Mateusz Kosciukiewicz;Not Rated;77;52;7;8;$ 9,88;20-sep-13;14/4/2015;2819;6.6
War of the Worlds: Goliath;Animation, Action, Adventure, Sci-Fi;English;Movie;Hong Kong,South Korea,Japan,Thailand,Australia,Singapore,India,Malaysia;1-2 hour;Joe Pearson;Adam Baldwin, Beau Billingslea, Jim Byrnes, Kim Buckingham;PG-13;;33;;;$ 13,39;3-jul-14;14/4/2015;1089;5.4
Waynes World;Comedy, Music;English, Cantonese;Movie;South Korea,Lithuania,Belgium,Netherlands;1-2 hour;Penelope Spheeris;Dana Carvey, Tia Carrere, Mike Myers, Rob Lowe;PG-13;84;57;4;5;$121,697,323;14-feb-92;14/4/2015;144646;7
Wolfblood;Family, Fantasy;English;Series;France,Belgium,Portugal,Russia,Lithuania,Romania,Hungary,South Korea,Hong Kong,Iceland,South Africa,Switzerland,Thailand,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,India,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Mexico,Colombia;< 30 minutes;;Mark Fleischmann, Shorelle Hepkin, Gabrielle Green, Leona Vaughan;TV-PG;;;4;3;;10-sep-12;14/4/2015;3137;7.6
World War Z;Action, Adventure, Horror, Sci-Fi;English, Spanish, Hebrew, Arabic;Movie;Romania,Portugal,Hungary,Hong Kong,Belgium,Iceland,Switzerland,Japan,South Korea,Thailand,Brazil,Czech Republic,Spain,Germany,South Africa,Italy,Poland,Singapore,India,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Mexico,Colombia;1-2 hour;Marc Forster;Brad Pitt, Daniella Kertesz, Mireille Enos, James Badge Dale;PG-13;66;63;3;24;$202,359,711;21-jun-13;14/4/2015;602843;7
Wentworth;Crime, Drama;English;Series;United States,South Korea,Hong Kong,Canada,Singapore,Thailand,Malaysia,India;< 30 minutes;;Katrina Milosevic, Jacqueline Brennan, Robbie Magasiva, Kate Atkinson;TV-MA;;;18;61;;1-may-13;14/4/2015;17269;8.6
Strange Voices;Drama;English;Movie;United States;1-2 hour;Arthur Allan Seidelman;Valerie Harper, Stephen Macht, Nancy McKeon, Tricia Leigh Fisher;;;;;;;19-oct-87;14/4/2015;248;6.5
Lady Vengeance;Crime, Drama, Thriller;Korean, English, Japanese;Movie;South Korea;1-2 hour;Chan-wook Park;Hye-Sook Go, Bok-hwa Baek, Jeong-nam Choi, Nam-mi Kang;R;76;75;12;13;$ 211,67;29-jul-05;14/4/2015;72188;7.6
A Room with a View;Drama, Romance;English, Italian;Movie;Sweden;1-2 hour;James Ivory;Maggie Smith, Helena Bonham Carter, Julian Sands, Denholm Elliott;Not Rated;100;83;25;22;$20,966,644;11 Apr 1986;14/4/2015;39849;7.3
The Vicar of Dibley;Comedy;English, Latin, Hebrew;Series;United Kingdom;< 30 minutes;;Dawn French, Trevor Peacock, James Fleet, Gary Waldhorn;TV-PG;;;6;17;;10-nov-94;14/4/2015;11945;8
Velvet Goldmine;Drama, Music;English, French;Movie;South Korea;> 2 hrs;Todd Haynes;Jonathan Rhys Meyers, Toni Collette, Ewan McGregor, Christian Bale;R;58;65;4;12;$1,053,788;23-oct-98;14/4/2015;33857;7
Vincent Wants to Sea;Drama;German;Movie;Switzerland,Germany;1-2 hour;Ralf Huettner;Florian David Fitz, Heino Ferch, Karoline Herfurth, Katharina M�ller-Elmau;Unrated;64;39;7;4;;24-jun-11;14/4/2015;5356;7
Victim of Beauty;Crime, Drama, Thriller;English;Movie;United States;1-2 hour;Roger Young;William Devane, Nick Searcy, Michele Abrams, Jeri Ryan;Not Rated;;;;;;10 Dec 1991;14/4/2015;283;5.8
Twice Born;Drama, Romance, War;English, Italian, Bosnian;Movie;South Korea;> 2 hrs;Sergio Castellitto;Emile Hirsch, Saadet Aksoy, Penlope Cruz, Adnan Haskovic;R;17;34;;7;$ 18,30;06 Dec 2013;14/4/2015;15878;7.4
Vic the Viking;Animation, Action, Adventure, Comedy, Family;English;Series;Sweden;< 30 minutes;;Beno�t Dupac, Lionel Tua, Paul Davies, Peter Callan;;;;;;;4-jul-13;14/4/2015;73;6.6
The Last Kiss;Comedy, Drama, Romance;Italian;Movie;Italy;1-2 hour;Gabriele Muccino;Stefano Accorsi, Stefania Sandrelli, Claudio Santamaria, Giovanna Mezzogiorno;R;73;65;16;14;$1,048,950;2-feb-01;14/4/2015;8004;6.9
Code Unknown;Drama;French, Romanian, Malinka, French Sign Language, English;Movie;France;< 30 minutes;Michael Haneke;Alexandre Hamidi, Josef Bierbichler, Juliette Binoche, Thierry Neuvic;Not Rated;75;74;2;4;$ 95,24;30-nov-01;14/4/2015;12091;7.2
Midnight FM;Action, Crime, Thriller;Korean;Movie;South Korea;1-2 hour;Sang Man Kim;Joon-Ha Lee, Yoo Ji-Tae, Soo Ae, Ma Dong-seok;Not Rated;62;;2;4;;14-oct-10;14/4/2015;2347;6.5
Under the Bombs;Drama, Romance, War;Arabic, English, French;Movie;Lithuania,Russia,United Kingdom,India,Czech Republic,Germany,Mexico,United States,Australia,Poland,Hong Kong,Japan,France,Canada,Spain,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Brazil,Netherlands,Italy,South Africa,Iceland,Portugal,Israel,Colombia,Romania;1-2 hour;Philippe Aractingi;Georges Khabbaz, Rawia Elchab, Nada Abou Farhat, Bshara Atallah;TV-14;80;;8;3;;21-mar-08;14/4/2015;1463;7
Unfinished Song;Comedy, Drama, Music, Romance;English;Movie;United States;< 30 minutes;Paul Andrew Williams;Terence Stamp, Gemma Arterton, Barry Martin, Vanessa Redgrave;PG-13;65;57;3;8;$1,702,668;22-feb-13;14/4/2015;7265;7
Universal Soldier: Day of Reckoning;Action, Horror, Mystery, Sci-Fi, Thriller;English;Movie;Australia;1-2 hour;John Hyams;Scott Adkins, Dolph Lundgren, Mariah Bonner, Jean-Claude Van Damme;R;56;58;;;$ 5,46;25-oct-12;14/4/2015;19313;5
Unspeakable Acts;Biography, Drama;English;Movie;United States;1-2 hour;Linda Otto;Jill Clayburgh, Gary Frank, Sam Behrens, Brad Davis;Not Rated;45;;;;;15 Jan 1990;14/4/2015;363;6.3
Undefeated;Documentary, Sport;English;Movie;United States;1-2 hour;Daniel Lindsay, T.J. Martin;Bill Courtney, O.C. Brown, Montrail  Money  Brown, Chavis Daniels;PG-13;96;71;4;8;$ 562,22;03 Aug 2012;14/4/2015;6788;7.7
Titanic;Drama, Romance;English, Swedish, Italian, French;Movie;;> 2 hrs;James Cameron;Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates;PG-13;89;75;123;83;$659,363,944;19 Dec 1997;14/4/2015;1048704;7.8
Sabrina;Comedy, Drama, Romance;English, French;Movie;Hong Kong,Thailand,Singapore,Malaysia;> 2 hrs;Sydney Pollack;Nancy Marchand, Julia Ormond, Greg Kinnear, Harrison Ford;PG;65;56;2;6;$53,672,080;15 Dec 1995;14/4/2015;36994;6.3
Star Trek: Voyager;Action, Adventure, Sci-Fi;English;Series;United States,Iceland,Slovakia,Lithuania,Czech Republic,Romania,Russia,Poland,Greece,South Africa,United Kingdom,Australia,Canada,Singapore,Switzerland,Hong Kong,Portugal,Sweden,Belgium,France,Germany,Mexico,Argentina,Spain,South Korea,Japan,Thailand,Hungary,Turkey,India,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;< 30 minutes;;Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill;TV-PG;;;33;84;;16 Jan 1995;14/4/2015;59554;7.8
Stolen;Action, Crime, Thriller;English, Swedish;Movie;Belgium,Switzerland,Netherlands,Germany,Sweden;1-2 hour;Simon West;Malin Akerman, Nicolas Cage, Danny Huston, Josh Lucas;R;20;43;;;$ 304,32;6-sep-12;14/4/2015;43384;5.5
Sabotage;Action, Crime, Drama, Thriller;English, Spanish;Movie;Switzerland,Belgium,Brazil,Netherlands,Germany,Italy,India,Argentina,Sweden,Mexico,Colombia,South Korea,United Kingdom;1-2 hour;David Ayer;Arnold Schwarzenegger, Josh Holloway, Sam Worthington, Joe Manganiello;R;22;41;2;5;$10,508,518;28-mar-14;14/4/2015;59592;5.7
Turn;Drama, History, War;English;Series;United States,Canada;< 30 minutes;;Meegan Warner, Jamie Bell, Seth Numrich, Daniel Henshall;TV-14;;;;5;;06 Apr 2014;14/4/2015;19571;8.1
Super Why!;Animation, Family;English;Series;Canada,Lithuania,United Kingdom,South Africa,Hungary,Switzerland,France,Mexico,Hong Kong,Thailand,Czech Republic,Israel,Australia,Poland,Singapore,Argentina,Malaysia,Slovakia,Turkey,Colombia,Romania;< 30 minutes;;Zachary Bloch, Nicholas Castel Vanderburgh, Tajja Isen, Siera Florindo;TV-Y;;;1;4;;3-sep-07;14/4/2015;606;6.1
Shameless;Comedy, Crime, Drama;English;Series;United Kingdom;< 30 minutes;;Rebecca Atkinson, Alice Barry, Nicky Evans, David Threlfall;TV-MA;;;11;37;;13 Jan 2004;14/4/2015;15045;8
Star Trek;Action, Adventure, Sci-Fi;English;Series;United States,Iceland,Slovakia,Czech Republic,Hungary,Lithuania,Romania,Russia,Greece,Poland,South Africa,United Kingdom,Australia,Canada,Singapore,Switzerland,Portugal,Belgium,Hong Kong,Germany,Sweden,France,Mexico,Argentina,Spain,South Korea,Japan,Thailand,Turkey,India,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;< 30 minutes;;DeForest Kelley, Nichelle Nichols, William Shatner, Leonard Nimoy;TV-PG;;;11;31;;8-sep-66;14/4/2015;73852;8.3
Rock On!!;Drama, Music;Hindi;Movie;Thailand,South Africa,Australia,France,Singapore,Russia,Switzerland,Hong Kong,Czech Republic,India,Hungary,Slovakia,Belgium,Germany,Lithuania,Turkey,Mexico,United Kingdom,Greece,Iceland,Canada,Romania,Argentina,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;> 2 hrs;Abhishek Kapoor;Farhan Akhtar, Purab Kohli, Luke Kenny, Arjun Rampal;Not Rated;87;;18;23;;29 Aug 2008;14/4/2015;20878;7.7
Raajneeti;Crime, Drama, Thriller;Hindi, English;Movie;Singapore,Russia,India,Slovakia,Lithuania,Canada,United Kingdom,Australia,Czech Republic,Hong Kong,Germany,France,Romania,Belgium,Mexico,Greece,Switzerland,Argentina,South Africa,Iceland,Thailand,Hungary,Poland,Spain,Portugal,Sweden,Japan,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;> 2 hrs;Prakash Jha;Ranbir Kapoor, Ajay Devgn, Nana Patekar, Katrina Kaif;Not Rated;22;;7;22;$1,514,558;4-jun-10;14/4/2015;16418;7.1
Rosemarys Baby;Drama, Horror;English;Movie;Lithuania,South Korea,Russia,Greece,Poland,Iceland,Czech Republic,Hungary,Slovakia,Sweden,India,Japan,Romania,Turkey,South Africa;> 2 hrs;Roman Polanski;John Cassavetes, Mia Farrow, Ruth Gordon, Sidney Blackmer;Approved;96;96;11;12;;12-jun-68;14/4/2015;195188;8
Rush: Beyond the Lighted Stage;Documentary, Biography, Music;English;Movie;India,Australia,United Kingdom,United States,Lithuania,Russia,South Africa,Hungary,Czech Republic,Slovakia,Malaysia,Iceland;1-2 hour;Sam Dunn, Scot McFadyen;Trent Reznor, Geddy Lee, Alex Lifeson, Neil Peart;Not Rated;90;;3;1;;24 Apr 2010;14/4/2015;4232;8.4
Total Recall;Action, Sci-Fi, Thriller;English;Movie;Spain,Switzerland,United States,Turkey,Netherlands,Italy,South Africa,Portugal;1-2 hour;Paul Verhoeven;Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox;R;82;57;7;16;$119,412,921;1-jun-90;14/4/2015;303466;7.5
Road Trip: Beer Pong;Comedy;English;Movie;United States;1-2 hour;Steve Rash;Rhoda Griffis, Mary Cobb, DJ Qualls, Preston Jones;R;23;;;;;11 Aug 2009;14/4/2015;11433;4.9
Race;Action, Crime, Drama, Thriller;Hindi;Movie;Australia,Russia,Singapore,India,Slovakia,Lithuania,Canada,United Kingdom,Czech Republic,Romania,Greece,South Africa,Iceland,Thailand,Hungary,Belgium,Mexico,Hong Kong,Switzerland,France,Poland,Spain,Argentina,Portugal,Sweden,United States,Germany,Japan,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;> 2 hrs;Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla;Bipasha Basu, Akshaye Khanna, Saif Ali Khan, Katrina Kaif;Not Rated;66;;4;12;$1,367,024;21-mar-08;14/4/2015;13093;6.7
Rake;Comedy, Drama;English, Polish, Indonesian, Turkish;Series;United States,Romania,South Africa,Australia,Singapore,Poland,Russia,Hungary,India,Lithuania,Canada,United Kingdom,Thailand,Japan,South Korea,Hong Kong,Czech Republic,Slovakia,Turkey,Malaysia,Israel;< 30 minutes;;Kate Box, Richard Roxburgh, Matt Day, Caroline Brazier;Not Rated;;;8;30;;13-jul-11;14/4/2015;6397;8.5
Rudy;Biography, Drama, Sport;English, Spanish;Movie;Portugal,Switzerland,Lithuania,Iceland,Hungary,Canada,Czech Republic,Spain,Germany,Poland,Slovakia,Romania,Israel;1-2 hour;David Anspaugh;Sean Astin, Ned Beatty, Jon Favreau, Greta Lind;PG;78;71;2;1;$22,881,563;22-oct-93;14/4/2015;57093;7.5
Rage;Action, Crime, Thriller;English;Movie;South Africa,Netherlands,Sweden;1-2 hour;Paco Cabezas;Rachel Nichols, Nicolas Cage, Max Ryan, Michael McGrady;Not Rated;12;28;;1;;9-may-14;14/4/2015;23449;5
Reign;Drama, Fantasy;English;Series;United States,France,Switzerland,Germany,Netherlands,Italy;< 30 minutes;;Megan Follows, Torrance Coombs, Adelaide Kane, Celina Sinden;TV-14;;;4;21;;;14/4/2015;43604;7.5
Quiet Victory: The Charlie Wedemeyer Story;Drama;English;Movie;United States;1-2 hour;Roy Campanella II;Michael Nouri, Peter Berg, Pam Dawber, Bess Meyer;Not Rated;;;;;;26 Dec 1988;14/4/2015;110;7.3
Queen Margot;Biography, Drama, History, Romance;French, Italian;Movie;South Korea;> 2 hrs;Patrice Chreau;Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez;R;82;;10;17;$1,304,237;09 Dec 1994;14/4/2015;16347;7.4
Queen;Adventure, Comedy, Drama;Hindi, English, French, Japanese, Dutch;Movie;France,Lithuania,Mexico,South Africa,Switzerland,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,Poland,Thailand,Greece,Belgium,Sweden,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania;> 2 hrs;Vikas Bahl;Lisa Haydon, Kangana Ranaut, Jeffrey Ho, Rajkummar Rao;Not Rated;90;;22;18;;7-mar-14;14/4/2015;60815;8.2
Trailer Park Boys: The Movie;Comedy, Crime;English;Movie;Canada,Czech Republic,Russia,India,Lithuania,Australia,Singapore,United Kingdom,Romania,Greece,South Africa,Iceland,Thailand,Hungary,France,United States,Slovakia,Malaysia,Israel;1-2 hour;Mike Clattenburg;Lucy Decoutere, Robb Wells, Mike Smith, John Paul Tremblay;R;57;38;;3;$3,860,678;6-oct-06;14/4/2015;12157;7.2
Passion;Adventure, Drama, Mystery, Thriller;English, German;Movie;Turkey;1-2 hour;Brian De Palma;Paul Anderson, Rachel McAdams, Karoline Herfurth, Noomi Rapace;R;33;53;;3;$ 92,18;30 Aug 2013;14/4/2015;21815;5.3
Paranormal Activity: The Marked Ones;Horror, Mystery;English, Spanish;Movie;Japan,France,India,Greece,Poland,Hungary,Turkey,Romania,Czech Republic;1-2 hour;Christopher Landon;Gabrielle Walsh, Jorge Diaz, Renee Victor, Andrew Jacobs;R;39;42;;3;$32,462,372;03 Jan 2014;14/4/2015;39999;5
Peep Show;Comedy;English;Series;United Kingdom;< 30 minutes;;Matt King, Olivia Colman, David Mitchell, Robert Webb;TV-MA;;;9;36;;12-nov-04;14/4/2015;53212;8.6
Swades: We, the People;Drama;Hindi, English;Movie;Russia,Lithuania,Australia,India,Canada,United Kingdom,South Africa,Hungary,Singapore,Czech Republic,United States,Slovakia,Malaysia,Iceland;> 2 hrs;Ashutosh Gowariker;Gayatri Joshi, Shah Rukh Khan, Kishori Ballal, Smit Sheth;Not Rated;83;;13;23;$1,223,240;17 Dec 2004;14/4/2015;83123;8.2
Psycho-Pass;Animation, Action, Crime, Mystery, Sci-Fi, Thriller;Japanese;Series;Japan,Portugal,France,Belgium,Hong Kong,Thailand,Brazil,Spain,Italy,Singapore,India,Argentina,Malaysia,Mexico,Colombia;< 30 minutes;;Miyuki Sawashiro, Noriko Hidaka, Kana Hanazawa, Shizuka It;TV-MA;;;1;3;;11-oct-12;14/4/2015;15860;8.2
Portlandia;Comedy;English;Series;United States;< 30 minutes;;Carrie Brownstein, Fred Armisen;TV-14;;;10;47;;11 Jan 2011;14/4/2015;18298;7.8
Private Practice;Comedy, Drama, Romance;English;Series;United States;< 30 minutes;;Paul Adelstein, Kate Walsh, Taye Diggs, KaDee Strickland;TV-14;;;11;21;;19-sep-07;14/4/2015;22562;6.7
Departures;Drama, Music;Japanese;Movie;Japan;> 2 hrs;Yjir Takita;Kazuko Yoshiyuki, Tsutomu Yamazaki, Ryko Hirosue, Masahiro Motoki;PG-13;80;68;40;12;$1,498,210;19-jun-09;14/4/2015;48690;8.1
Oh My God;Comedy, Drama, Fantasy;Hindi, English;Movie;Lithuania,Mexico,South Africa,Switzerland,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,France,Poland,Japan,Thailand,Greece,Belgium,Sweden,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia;> 2 hrs;Umesh Shukla;Mahesh Manjrekar, Akshay Kumar, Paresh Rawal, Mithun Chakraborty;Not Rated;75;;6;10;;28-sep-12;14/4/2015;51822;8.1
The Twilight Zone (Original Series);Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller;English;Series;United States;< 30 minutes;;Rod Serling;TV-PG;;;9;14;;2-oct-59;14/4/2015;71638;9
Open Water;Adventure, Drama, Horror, Thriller;English;Movie;Israel,United Kingdom;1-2 hour;Chris Kentis;Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson;R;71;63;2;6;$30,610,863;20 Aug 2004;14/4/2015;51074;5.7
Octonauts;Animation;English;Series;United States,Canada,Switzerland,France,Australia,Thailand,Singapore,India,Malaysia,Hong Kong,Japan,South Korea,Mexico,Argentina,Colombia,United Kingdom;< 30 minutes;;Ross Breen, Jo Wyatt, Keith Wickham, Simon Greenall;TV-Y;;;2;7;;1-oct-10;14/4/2015;794;7.5
Oculus;Horror, Mystery;English;Movie;Romania,Hungary,India,South Korea;1-2 hour;Mike Flanagan;Brenton Thwaites, Rory Cochrane, Katee Sackhoff, Karen Gillan;R;74;61;3;17;$27,695,246;11 Apr 2014;14/4/2015;117814;6.5
A Werewolf Boy;Drama, Fantasy, Romance;Korean;Movie;South Korea;> 2 hrs;Sung-hee Jo;Jang Young-Nam, Park Bo-Young, Song Joong-Ki, Yeong-ran Lee;Not Rated;84;;4;9;$ 342,92;30-nov-12;14/4/2015;6824;7.3
Nightfall;Action, Crime, Thriller;Cantonese, English;Movie;Hong Kong,Australia,Malaysia;1-2 hour;Roy Hin Yeung Chow;Kay Tse, Simon Yam, Janice Man, Nick Cheung;Not Rated;54;;2;5;;15-mar-12;14/4/2015;1033;6.5
New World;Action, Crime, Drama, Thriller;Korean, Mandarin;Movie;South Korea;> 2 hrs;Hoon-jung Park;Hwang Jung-min, Choi Min-sik, Lee Jung-jae, Park Sung-Woong;Not Rated;63;58;8;16;$ 457,81;21-feb-13;14/4/2015;20577;7.6
Noddy in Toyland;Animation, Family;English;Series;France,Belgium,Switzerland;< 30 minutes;;Sophie Aldred, Bob Golding, Akiya Henry, Teresa Gallagher;TV-Y;;;;;;20 Apr 2009;14/4/2015;39;5.9
Nell;Drama;English;Movie;United Kingdom;1-2 hour;Michael Apted;Liam Neeson, Natasha Richardson, Richard Libertini, Jodie Foster;PG-13;55;60;5;7;$33,683,817;23 Dec 1994;14/4/2015;27410;6.5
Noragami;Animation, Action, Adventure, Comedy, Fantasy;Japanese, English;Series;South Korea,Switzerland,United Kingdom,Portugal,Spain,Germany,Italy;< 30 minutes;;Hiroshi Kamiya, Y�ki Kaji, Bryn Apprill, Maaya Uchida;TV-14;;;1;2;;01 Jan 2014;14/4/2015;10955;7.9
Youre Next;Action, Crime, Horror, Mystery, Thriller;English;Movie;Switzerland,Germany;1-2 hour;Adam Wingard;Wendy Glenn, AJ Bowen, Nicholas Tucci, Sharni Vinson;R;79;66;11;20;$18,494,006;23 Aug 2013;14/4/2015;88407;6.6
Youre Not You;Drama;English, American Sign Language;Movie;Brazil,Argentina,Mexico,Colombia;1-2 hour;George C. Wolfe;Hilary Swank, Emmy Rossum, Stephanie Beatriz, Josh Duhamel;R;48;56;;1;$ 11,49;26-nov-14;14/4/2015;24216;7.3
Metallica Through the Never;Music;English;Movie;United States;1-2 hour;Nimr�d Antal;Kirk Hammett, James Hetfield, Lars Ulrich, Dane DeHaan;R;79;61;1;3;$3,419,967;4-oct-13;14/4/2015;16670;7.2
Steel Magnolias;Comedy, Drama, Romance;English;Movie;Japan,Russia,Switzerland,Belgium,Germany,Iceland,Israel,Italy,United Kingdom;1-2 hour;Herbert Ross;Dolly Parton, Shirley MacLaine, Sally Field, Daryl Hannah;PG;68;56;2;7;$84,614,512;22-nov-89;14/4/2015;47932;7.3
Murdoch Mysteries;Crime, Drama, Mystery;English;Series;Canada;< 30 minutes;;Jonny Harris, Yannick Bisson, Helene Joy, Thomas Craig;TV-PG;;;11;81;;24 Jan 2008;14/4/2015;10691;8.1
Marley;Documentary, Biography, Music;English, French, German;Movie;Belgium,Netherlands;> 2 hrs;Kevin Macdonald;Ziggy Marley, Bob Marley, Cedella Marley, Jimmy Cliff;PG-13;95;82;1;8;$1,413,480;20 Apr 2012;14/4/2015;13208;8
Mr. Nobody;Drama, Fantasy, Romance, Sci-Fi;English, Mohawk;Movie;Italy;> 2 hrs;Jaco Van Dormael;Linh Dan Pham, Diane Kruger, Sarah Polley, Jared Leto;R;68;63;11;6;$ 3,62;26-sep-13;14/4/2015;217003;7.8
Mr. Beans Holiday;Comedy, Family;English, French, Spanish, Russian;Movie;Mexico,Hong Kong,Japan,Switzerland,Thailand,United Kingdom,Brazil,Netherlands,Spain,South Africa,Portugal,Italy,Australia,Singapore,Argentina,Malaysia,Belgium,Colombia;1-2 hour;Steve Bendelack;Preston Nyman, Steve Pemberton, Lily Atkinson, Rowan Atkinson;G;51;56;;2;$33,302,167;24 Aug 2007;14/4/2015;116272;6.4
Mud;Drama;English;Movie;United States;> 2 hrs;Jeff Nichols;Reese Witherspoon, Tye Sheridan, Jacob Lofland, Matthew McConaughey;PG-13;97;76;15;39;$21,590,086;10-may-13;14/4/2015;168907;7.4
November Man;Action, Thriller;English, Russian;Movie;Romania,Hungary,Hong Kong,Belgium,Canada,Thailand,Czech Republic,India,Slovakia,Malaysia,Turkey;1-2 hour;Roger Donaldson;Bill Smitrovich, Olga Kurylenko, Pierce Brosnan, Luke Bracey;R;36;38;;;$25,018,119;27 Aug 2014;14/4/2015;63683;6.3
Love, Now;Romance;Chinese, Hokkien;Series;United Kingdom,Australia,India,Hungary,Lithuania,Romania,South Africa,Singapore,United States,Canada,South Korea,Russia,Thailand,Czech Republic,Greece,Slovakia,Malaysia,Iceland,Israel;< 30 minutes;;Yun-ching Li, George Hu, Annie Chen, Mandy Tao;TV-Y;;;;;;9-jun-13;14/4/2015;121;7.7
